Date,Activations,Unique Summits,Summits
2021-04-02,3,3,"GM/CS-006, GM/CS-034, GM/SS-130"
2021-04-03,5,5,"GM/ES-067, GM/SS-020, GM/SS-031, GM/SS-154, GM/SS-251"
2021-04-04,1,1,GM/SS-240
2021-04-06,1,1,GM/SS-034
2021-04-07,1,1,GM/ES-034
2021-04-10,1,1,GM/SS-171
2021-04-11,4,4,"GM/CS-062, GM/ES-036, GM/ES-046, GM/SS-103"
2021-04-12,1,1,GM/SS-060
2021-04-13,1,1,GM/ES-068
2021-04-14,2,2,"GM/ES-014, GM/SS-216"
2021-04-16,3,3,"GM/CS-017, GM/SS-044, GM/SS-184"
2021-04-17,4,4,"GM/ES-049, GM/ES-080, GM/SS-006, GM/WS-346"
2021-04-18,2,2,"GM/CS-020, GM/ES-047"
2021-04-19,1,1,GM/SS-129
2021-04-20,1,1,GM/ES-060
2021-04-21,7,7,"GM/ES-019, GM/ES-036, GM/SS-050, GM/SS-077, GM/SS-143, GM/SS-208, GM/SS-216"
2021-04-23,2,2,"GM/CS-007, GM/CS-013"
2021-04-24,6,6,"GM/ES-051, GM/ES-073, GM/ES-084, GM/ES-087, GM/SS-125, GM/WS-072"
2021-04-25,4,3,"GM/SS-065, GM/SS-155, GM/WS-287"
2021-04-26,2,2,"GM/SS-075, GM/SS-112"
2021-04-28,2,2,"GM/SS-030, GM/SS-058"
2021-04-30,2,2,"GM/SS-149, GM/SS-227"
2021-05-02,4,4,"GM/CS-014, GM/CS-036, GM/SS-130, GM/WS-006"
2021-05-03,1,1,GM/SS-167
2021-05-05,2,2,"GM/SS-059, GM/SS-129"
2021-05-07,1,1,GM/WS-199
2021-05-08,1,1,GM/WS-099
2021-05-11,2,2,"GM/ES-007, GM/ES-068"
2021-05-12,1,1,GM/ES-036
2021-05-13,2,2,"GM/ES-022, GM/ES-085"
2021-05-14,4,4,"GM/SS-072, GM/SS-075, GM/SS-131, GM/SS-139"
2021-05-15,5,5,"GM/ES-004, GM/ES-006, GM/SS-040, GM/SS-046, GM/SS-232"
2021-05-16,8,8,"GM/SS-027, GM/SS-155, GM/SS-171, GM/SS-198, GM/SS-260, GM/WS-001, GM/WS-027, GM/WS-041"
2021-05-17,1,1,GM/SS-254
2021-05-18,3,3,"GM/SI-190, GM/SS-028, GM/SS-029"
2021-05-19,5,5,"GM/SI-168, GM/SI-189, GM/SS-037, GM/SS-100, GM/SS-142"
2021-05-20,1,1,GM/SI-191
2021-05-22,3,3,"GM/SS-182, GM/SS-220, GM/WS-337"
2021-05-23,3,3,"GM/ES-059, GM/SS-133, GM/SS-214"
2021-05-26,5,5,"GM/NS-145, GM/SI-006, GM/SS-064, GM/SS-065, GM/SS-285"
2021-05-27,6,6,"GM/ES-063, GM/NS-052, GM/NS-103, GM/SS-056, GM/SS-071, GM/SS-211"
2021-05-28,3,3,"GM/ES-059, GM/NS-104, GM/SS-244"
2021-05-29,6,6,"GM/ES-084, GM/NS-096, GM/SS-128, GM/SS-143, GM/WS-068, GM/WS-098"
2021-05-30,13,13,"GM/CS-011, GM/CS-020, GM/ES-057, GM/NS-038, GM/NS-046, GM/SS-014, GM/SS-064, GM/SS-158, GM/SS-172, GM/SS-203, GM/SS-235, GM/SS-251, GM/WS-097"
2021-05-31,11,10,"GM/ES-025, GM/NS-108, GM/NS-146, GM/SS-042, GM/SS-070, GM/SS-135, GM/SS-164, GM/SS-171, GM/SS-186, GM/WS-001"
2021-06-01,5,5,"GM/ES-012, GM/NS-127, GM/SS-029, GM/SS-094, GM/SS-171"
2021-06-02,2,1,GM/SS-214
2021-06-05,1,1,GM/ES-044
2021-06-06,8,6,"GM/ES-037, GM/SS-033, GM/SS-056, GM/SS-066, GM/SS-228, GM/SS-274"
2021-06-07,1,1,GM/SS-016
2021-06-08,1,1,GM/SS-279
2021-06-09,3,3,"GM/ES-070, GM/NS-026, GM/SS-277"
2021-06-10,2,2,"GM/NS-133, GM/SS-164"
2021-06-11,5,5,"GM/ES-005, GM/ES-010, GM/NS-002, GM/NS-092, GM/NS-150"
2021-06-12,10,9,"GM/NS-013, GM/NS-021, GM/NS-098, GM/SS-161, GM/SS-170, GM/SS-181, GM/SS-198, GM/SS-220, GM/SS-236"
2021-06-13,2,2,"GM/NS-116, GM/SS-087"
2021-06-14,1,1,GM/NS-148
2021-06-15,2,2,"GM/CS-011, GM/ES-065"
2021-06-16,3,2,"GM/SS-161, GM/SS-276"
2021-06-17,2,2,"GM/CS-113, GM/SS-254"
2021-06-18,3,3,"GM/SS-015, GM/SS-064, GM/SS-165"
2021-06-19,10,9,"GM/CS-001, GM/CS-004, GM/ES-066, GM/SS-092, GM/SS-178, GM/SS-282, GM/WS-001, GM/WS-110, GM/WS-253"
2021-06-20,4,4,"GM/SS-070, GM/WS-011, GM/WS-049, GM/WS-177"
2021-06-21,7,6,"GM/ES-064, GM/WS-014, GM/WS-020, GM/WS-037, GM/WS-058, GM/WS-069"
2021-06-22,7,6,"GM/SS-131, GM/WS-001, GM/WS-003, GM/WS-165, GM/WS-179, GM/WS-211"
2021-06-23,2,2,"GM/SS-177, GM/SS-239"
2021-06-24,4,4,"GM/CS-030, GM/SS-196, GM/SS-221, GM/WS-091"
2021-06-26,7,6,"GM/CS-011, GM/NS-136, GM/SS-006, GM/SS-007, GM/SS-016, GM/WS-016"
2021-06-27,3,3,"GM/SS-177, GM/SS-219, GM/SS-244"
2021-06-28,7,5,"GM/SS-006, GM/SS-016, GM/SS-061, GM/SS-263, GM/WS-046"
2021-06-29,21,11,"GM/ES-013, GM/SI-022, GM/SI-053, GM/SS-001, GM/SS-002, GM/SS-087, GM/SS-154, GM/SS-198, GM/SS-212, GM/SS-244, GM/SS-286"
2021-06-30,10,7,"GM/ES-001, GM/SS-054, GM/SS-068, GM/SS-244, GM/SS-253, GM/WS-027, GM/WS-041"
2021-07-01,20,9,"GM/SI-145, GM/SI-220, GM/SS-007, GM/SS-030, GM/SS-072, GM/SS-094, GM/SS-211, GM/SS-280, GM/SS-286"
2021-07-02,10,8,"GM/ES-008, GM/SI-114, GM/SS-030, GM/SS-040, GM/SS-059, GM/SS-210, GM/WS-073, GM/WS-167"
2021-07-03,1,1,GM/ES-059
2021-07-07,1,1,GM/NS-153
2021-07-08,1,1,GM/SS-194
2021-07-09,3,3,"GM/SS-004, GM/WS-154, GM/WS-339"
2021-07-10,1,1,GM/WS-117
2021-07-11,2,2,"GM/SI-180, GM/SS-118"
2021-07-12,3,3,"GM/SS-001, GM/SS-002, GM/WS-045"
2021-07-13,2,2,"GM/CS-038, GM/ES-015"
2021-07-14,3,3,"GM/ES-025, GM/ES-046, GM/SS-112"
2021-07-15,3,3,"GM/ES-015, GM/SS-008, GM/SS-010"
2021-07-16,4,4,"GM/SS-042, GM/SS-135, GM/SS-150, GM/SS-152"
2021-07-17,3,3,"GM/CS-024, GM/CS-027, GM/SS-216"
2021-07-19,4,4,"GM/ES-011, GM/SS-001, GM/SS-002, GM/SS-052"
2021-07-20,1,1,GM/WS-106
2021-07-21,2,2,"GM/SS-104, GM/SS-105"
2021-07-22,2,2,"GM/SI-003, GM/SS-030"
2021-07-23,3,3,"GM/SS-064, GM/SS-116, GM/SS-147"
2021-07-24,3,3,"GM/NS-115, GM/NS-121, GM/SS-059"
2021-07-25,9,9,"GM/NS-013, GM/NS-021, GM/NS-153, GM/SS-074, GM/SS-082, GM/SS-100, GM/SS-142, GM/WS-030, GM/WS-053"
2021-07-26,1,1,GM/NS-013
2021-07-27,1,1,GM/WS-093
2021-07-28,2,2,"GM/NS-150, GM/SI-209"
2021-07-29,2,2,"GM/NS-005, GM/SS-280"
2021-07-30,5,5,"GM/SS-003, GM/SS-070, GM/SS-071, GM/SS-206, GM/WS-043"
2021-07-31,1,1,GM/SS-099
2021-08-01,3,3,"GM/CS-035, GM/NS-060, GM/WS-242"
2021-08-02,4,4,"GM/ES-026, GM/WS-004, GM/WS-029, GM/WS-054"
2021-08-03,1,1,GM/SI-184
2021-08-04,4,4,"GM/ES-032, GM/ES-079, GM/SS-148, GM/SS-244"
2021-08-06,1,1,GM/SS-197
2021-08-07,2,2,"GM/ES-080, GM/SS-174"
2021-08-08,1,1,GM/SS-216
2021-08-09,2,2,"GM/WS-055, GM/WS-113"
2021-08-10,3,3,"GM/ES-079, GM/WS-129, GM/WS-145"
2021-08-11,2,2,"GM/ES-060, GM/SS-281"
2021-08-12,2,2,"GM/ES-025, GM/SS-184"
2021-08-14,1,1,GM/WS-154
2021-08-15,3,3,"GM/SS-221, GM/WS-033, GM/WS-094"
2021-08-16,3,2,"GM/NS-019, GM/SS-029"
2021-08-17,2,2,"GM/CS-060, GM/NS-014"
2021-08-18,3,3,"GM/CS-015, GM/NS-138, GM/SS-075"
2021-08-19,4,4,"GM/CS-030, GM/ES-012, GM/SI-171, GM/SS-028"
2021-08-20,8,6,"GM/ES-010, GM/SI-188, GM/SI-210, GM/SS-286, GM/WS-200, GM/WS-335"
2021-08-22,9,8,"GM/SI-209, GM/SS-006, GM/SS-016, GM/SS-264, GM/WS-001, GM/WS-003, GM/WS-032, GM/WS-294"
2021-08-23,7,7,"GM/CS-002, GM/SI-154, GM/SI-160, GM/SS-254, GM/WS-051, GM/WS-085, GM/WS-254"
2021-08-24,7,7,"GM/SI-164, GM/SI-171, GM/SI-194, GM/SS-123, GM/WS-042, GM/WS-057, GM/WS-170"
2021-08-25,7,7,"GM/NS-007, GM/NS-008, GM/SI-086, GM/SS-177, GM/WS-017, GM/WS-019, GM/WS-108"
2021-08-26,8,8,"GM/SI-179, GM/SI-189, GM/SS-171, GM/SS-201, GM/SS-260, GM/SS-272, GM/WS-005, GM/WS-021"
2021-08-27,10,10,"GM/SI-076, GM/SI-097, GM/SI-210, GM/SS-125, GM/SS-184, GM/SS-201, GM/SS-239, GM/SS-256, GM/SS-260, GM/SS-267"
2021-08-28,2,2,"GM/SS-052, GM/SS-167"
2021-08-29,6,6,"GM/ES-039, GM/SI-217, GM/SS-033, GM/WS-034, GM/WS-048, GM/WS-082"
2021-08-30,6,6,"GM/CS-030, GM/SI-177, GM/SI-215, GM/SS-061, GM/SS-154, GM/SS-198"
2021-08-31,6,6,"GM/SI-213, GM/SS-006, GM/SS-016, GM/SS-135, GM/SS-142, GM/SS-148"
2021-09-01,1,1,GM/SS-017
2021-09-03,1,1,GM/SI-086
2021-09-04,5,5,"GM/SI-157, GM/SI-195, GM/SS-015, GM/SS-018, GM/WS-293"
2021-09-05,9,7,"GM/CS-049, GM/SI-197, GM/SS-125, GM/SS-197, GM/SS-225, GM/SS-263, GM/WS-339"
2021-09-06,7,5,"GM/SI-219, GM/SS-182, GM/SS-210, GM/SS-244, GM/WS-263"
2021-09-07,7,4,"GM/ES-030, GM/SS-083, GM/SS-148, GM/SS-182"
2021-09-08,5,5,"GM/CS-001, GM/CS-039, GM/SS-171, GM/SS-187, GM/WS-001"
2021-09-09,2,1,GM/SS-225
2021-09-10,1,1,GM/SS-280
2021-09-11,4,2,"GM/SS-224, GM/SS-274"
2021-09-12,11,7,"GM/SS-170, GM/SS-205, GM/SS-217, GM/WS-002, GM/WS-023, GM/WS-031, GM/WS-174"
2021-09-13,9,7,"GM/SS-056, GM/SS-072, GM/SS-082, GM/SS-220, GM/SS-236, GM/SS-256, GM/WS-089"
2021-09-14,2,1,GM/SS-130
2021-09-15,5,4,"GM/ES-022, GM/SS-164, GM/SS-171, GM/WS-111"
2021-09-16,8,6,"GM/CS-022, GM/CS-028, GM/SS-194, GM/SS-198, GM/SS-241, GM/WS-132"
2021-09-18,5,4,"GM/SI-044, GM/SS-056, GM/SS-123, GM/WS-339"
2021-09-19,3,2,"GM/SS-012, GM/SS-112"
2021-09-20,5,4,"GM/ES-002, GM/ES-003, GM/ES-009, GM/SS-070"
2021-09-21,1,1,GM/SS-210
2021-09-22,2,1,GM/SS-052
2021-09-23,1,1,GM/SS-133
2021-09-25,2,1,GM/SS-029
2021-09-26,4,4,"GM/CS-037, GM/ES-082, GM/NS-073, GM/SS-167"
2021-09-27,1,1,GM/SS-066
2021-09-28,1,1,GM/ES-029
2021-09-29,3,3,"GM/CS-046, GM/SS-023, GM/SS-125"
2021-09-30,1,1,GM/NS-052
2021-10-02,1,1,GM/ES-023
2021-10-03,2,2,"GM/CS-040, GM/SS-276"
2021-10-04,2,2,"GM/NS-023, GM/SS-221"
2021-10-05,2,2,"GM/WS-079, GM/WS-096"
2021-10-06,2,2,"GM/SS-122, GM/WS-002"
2021-10-07,1,1,GM/CS-122
2021-10-10,6,6,"GM/CS-045, GM/SS-083, GM/SS-163, GM/SS-165, GM/SS-171, GM/SS-235"
2021-10-12,3,3,"GM/CS-065, GM/SS-012, GM/WS-028"
2021-10-13,2,2,"GM/CS-030, GM/CS-077"
2021-10-15,9,9,"GM/CS-005, GM/ES-035, GM/SS-041, GM/SS-120, GM/SS-164, GM/SS-184, GM/SS-218, GM/WS-008, GM/WS-064"
2021-10-16,7,6,"GM/ES-025, GM/ES-039, GM/SS-055, GM/SS-158, GM/SS-167, GM/SS-272"
2021-10-17,1,1,GM/SS-192
2021-10-19,2,2,"GM/ES-031, GM/ES-033"
2021-10-20,2,1,GM/SS-284
2021-10-21,2,2,"GM/SS-156, GM/SS-174"
2021-10-22,1,1,GM/CS-040
2021-10-23,3,3,"GM/SS-154, GM/SS-198, GM/SS-264"
2021-10-24,3,3,"GM/ES-028, GM/ES-043, GM/SS-242"
2021-10-30,2,2,"GM/SS-227, GM/WS-112"
2021-11-02,1,1,GM/CS-068
2021-11-03,1,1,GM/SS-015
2021-11-04,6,5,"GM/CS-003, GM/CS-009, GM/CS-029, GM/SS-125, GM/SS-143"
2021-11-06,3,3,"GM/CS-121, GM/CS-122, GM/SS-253"
2021-11-09,1,1,GM/CS-077
2021-11-13,9,8,"GM/SI-084, GM/SS-062, GM/SS-216, GM/SS-220, GM/SS-236, GM/WS-061, GM/WS-078, GM/WS-189"
2021-11-19,1,1,GM/CS-114
2021-11-21,5,5,"GM/SI-093, GM/SS-090, GM/SS-125, GM/SS-169, GM/SS-190"
2021-11-22,3,3,"GM/CS-121, GM/CS-123, GM/SS-149"
2021-11-23,3,2,"GM/SS-281, GM/WS-333"
2021-11-24,3,3,"GM/SS-234, GM/SS-253, GM/SS-284"
2021-11-25,4,4,"GM/SS-154, GM/SS-187, GM/SS-198, GM/SS-282"
2021-11-26,1,1,GM/SS-059
2021-11-28,1,1,GM/NS-152
2021-11-29,1,1,GM/SS-239
2021-11-30,1,1,GM/SS-144
2021-12-01,3,2,"GM/SS-155, GM/SS-289"
2021-12-02,1,1,GM/SS-165
2021-12-04,1,1,GM/CS-094
2021-12-05,4,4,"GM/CS-083, GM/SI-006, GM/SS-042, GM/SS-176"
2021-12-09,2,2,"GM/ES-018, GM/ES-049"
2021-12-10,1,1,GM/ES-080
2021-12-13,1,1,GM/ES-062
2021-12-16,3,3,"GM/ES-037, GM/SS-070, GM/SS-071"
2021-12-17,4,4,"GM/ES-035, GM/ES-043, GM/ES-053, GM/SS-260"
2021-12-18,4,4,"GM/ES-037, GM/SS-015, GM/SS-076, GM/SS-288"
2021-12-19,2,2,"GM/SS-015, GM/SS-028"
2021-12-20,8,8,"GM/CS-012, GM/CS-044, GM/ES-008, GM/SS-125, GM/SS-155, GM/SS-172, GM/SS-220, GM/WS-001"
2021-12-21,8,7,"GM/ES-015, GM/ES-035, GM/ES-088, GM/SS-001, GM/SS-038, GM/SS-154, GM/SS-186"
2021-12-22,1,1,GM/ES-036
2021-12-23,1,1,GM/SS-099
2021-12-24,2,2,"GM/SS-056, GM/SS-123"
2021-12-25,1,1,GM/WS-293
2021-12-27,6,5,"GM/CS-114, GM/NS-009, GM/SS-133, GM/WS-228, GM/WS-231"
2021-12-28,3,3,"GM/ES-021, GM/NS-020, GM/SS-198"
2021-12-29,1,1,GM/SS-042
2021-12-30,3,3,"GM/ES-070, GM/SS-023, GM/SS-049"
2021-12-31,1,1,GM/NS-032
2022-01-02,1,1,GM/ES-054
2022-01-03,1,1,GM/SS-288
2022-01-04,4,4,"GM/CS-099, GM/SS-027, GM/SS-128, GM/SS-216"
2022-01-05,5,5,"GM/ES-036, GM/SI-027, GM/SS-059, GM/SS-064, GM/SS-288"
2022-01-09,1,1,GM/SI-189
2022-01-11,3,3,"GM/ES-039, GM/SS-053, GM/SS-143"
2022-01-12,1,1,GM/ES-062
2022-01-13,4,4,"GM/ES-047, GM/SS-118, GM/SS-136, GM/SS-289"
2022-01-14,1,1,GM/WS-351
2022-01-15,1,1,GM/ES-027
2022-01-16,5,5,"GM/CS-080, GM/CS-108, GM/SS-014, GM/SS-073, GM/SS-096"
2022-01-17,3,3,"GM/ES-049, GM/ES-053, GM/SS-128"
2022-01-19,3,3,"GM/ES-018, GM/ES-034, GM/SS-236"
2022-01-20,5,5,"GM/ES-088, GM/SS-132, GM/SS-146, GM/SS-205, GM/SS-217"
2022-01-21,1,1,GM/ES-012
2022-01-22,2,2,"GM/SS-171, GM/SS-195"
2022-01-23,5,5,"GM/CS-108, GM/ES-043, GM/SS-061, GM/SS-125, GM/SS-129"
2022-01-24,3,3,"GM/ES-050, GM/ES-055, GM/SS-239"
2022-01-25,1,1,GM/ES-059
2022-01-30,2,2,"GM/CS-030, GM/ES-075"
2022-02-06,1,1,GM/SI-168
2022-02-10,2,2,"GM/SS-106, GM/SS-114"
2022-02-11,2,2,"GM/SS-161, GM/SS-276"
2022-02-12,2,2,"GM/SI-189, GM/SI-191"
2022-02-13,1,1,GM/CS-033
2022-02-14,2,2,"GM/SS-060, GM/SS-131"
2022-02-15,1,1,GM/ES-060
2022-02-16,1,1,GM/ES-065
2022-02-19,5,5,"GM/ES-049, GM/SS-125, GM/SS-161, GM/SS-199, GM/WS-300"
2022-02-24,1,1,GM/SI-153
2022-02-25,1,1,GM/CS-060
2022-02-27,1,1,GM/SS-122
2022-02-28,1,1,GM/WS-303
2022-03-01,5,5,"GM/CS-008, GM/CS-025, GM/ES-055, GM/SI-008, GM/SS-158"
2022-03-02,1,1,GM/WS-200
2022-03-03,1,1,GM/ES-078
2022-03-04,1,1,GM/SS-095
2022-03-05,2,2,"GM/CS-100, GM/SS-112"
2022-03-06,10,10,"GM/CS-065, GM/ES-050, GM/SI-007, GM/SI-011, GM/SS-019, GM/SS-023, GM/SS-042, GM/SS-047, GM/SS-154, GM/SS-181"
2022-03-07,3,3,"GM/SS-135, GM/SS-152, GM/SS-260"
2022-03-08,1,1,GM/ES-055
2022-03-10,5,4,"GM/ES-050, GM/SI-084, GM/SI-120, GM/SI-199"
2022-03-11,4,2,"GM/SS-210, GM/SS-244"
2022-03-12,3,2,"GM/SS-064, GM/SS-236"
2022-03-13,1,1,GM/SS-125
2022-03-15,1,1,GM/SS-015
2022-03-18,1,1,GM/SS-123
2022-03-19,7,7,"GM/SS-170, GM/SS-197, GM/SS-222, GM/SS-253, GM/SS-263, GM/WS-065, GM/WS-071"
2022-03-20,6,6,"GM/SS-021, GM/SS-061, GM/SS-104, GM/SS-182, GM/WS-066, GM/WS-350"
2022-03-21,8,5,"GM/SS-037, GM/SS-126, GM/SS-227, GM/SS-264, GM/SS-276"
2022-03-22,10,7,"GM/ES-022, GM/SS-013, GM/SS-130, GM/SS-187, GM/SS-234, GM/SS-242, GM/WS-058"
2022-03-23,8,6,"GM/ES-014, GM/SS-169, GM/SS-171, GM/SS-190, GM/WS-042, GM/WS-057"
2022-03-24,7,6,"GM/SS-216, GM/SS-272, GM/WS-001, GM/WS-003, GM/WS-049, GM/WS-087"
2022-03-25,8,6,"GM/ES-018, GM/SS-165, GM/SS-254, GM/SS-259, GM/SS-275, GM/WS-090"
2022-03-26,4,4,"GM/CS-120, GM/SS-005, GM/SS-009, GM/SS-272"
2022-03-27,2,2,"GM/CS-039, GM/WS-079"
2022-03-30,1,1,GM/ES-019
2022-03-31,1,1,GM/WS-303
2022-04-01,1,1,GM/SS-287
2022-04-03,1,1,GM/SS-125
2022-04-05,1,1,GM/ES-053
2022-04-09,1,1,GM/SS-216
2022-04-10,7,7,"GM/ES-044, GM/ES-068, GM/SI-134, GM/SI-153, GM/SS-125, GM/WS-288, GM/WS-320"
2022-04-11,3,3,"GM/CS-049, GM/SI-050, GM/SI-114"
2022-04-12,2,2,"GM/SI-003, GM/SI-147"
2022-04-13,5,5,"GM/SI-009, GM/SI-014, GM/SI-033, GM/SI-145, GM/WS-111"
2022-04-14,10,8,"GM/CS-011, GM/CS-014, GM/CS-020, GM/CS-036, GM/CS-038, GM/SS-171, GM/SS-219, GM/SS-220"
2022-04-15,6,6,"GM/ES-051, GM/ES-057, GM/SS-192, GM/WS-020, GM/WS-058, GM/WS-093"
2022-04-16,2,2,"GM/ES-051, GM/SI-196"
2022-04-17,3,3,"GM/CS-005, GM/SS-216, GM/WS-345"
2022-04-20,1,1,GM/ES-062
2022-04-21,1,1,GM/SS-254
2022-04-22,6,6,"GM/ES-068, GM/NS-155, GM/SS-148, GM/SS-182, GM/SS-225, GM/SS-280"
2022-04-23,7,6,"GM/CS-015, GM/ES-034, GM/ES-070, GM/NS-038, GM/NS-046, GM/SS-254"
2022-04-24,5,5,"GM/ES-030, GM/NS-001, GM/NS-042, GM/NS-043, GM/SS-125"
2022-04-25,3,3,"GM/CS-050, GM/CS-055, GM/CS-071"
2022-04-26,2,2,"GM/ES-079, GM/SS-093"
2022-04-27,5,5,"GM/ES-065, GM/NS-071, GM/SS-001, GM/SS-002, GM/SS-276"
2022-04-28,3,3,"GM/ES-070, GM/SI-006, GM/SS-003"
2022-04-29,12,11,"GM/CS-021, GM/ES-065, GM/SI-091, GM/SI-153, GM/SS-049, GM/SS-077, GM/SS-154, GM/SS-172, GM/SS-198, GM/SS-203, GM/SS-221"
2022-04-30,6,3,"GM/ES-001, GM/ES-005, GM/ES-013"
2022-05-01,3,2,"GM/SS-126, GM/SS-220"
2022-05-02,8,8,"GM/CS-060, GM/NS-006, GM/NS-010, GM/NS-016, GM/SS-122, GM/SS-140, GM/SS-171, GM/SS-179"
2022-05-03,5,2,"GM/SI-028, GM/SS-198"
2022-05-04,1,1,GM/ES-040
2022-05-07,4,4,"GM/NS-019, GM/SI-200, GM/SS-015, GM/SS-280"
2022-05-08,5,5,"GM/CS-122, GM/SS-015, GM/SS-039, GM/SS-125, GM/SS-148"
2022-05-10,2,2,"GM/CS-050, GM/ES-032"
2022-05-11,2,2,"GM/SS-028, GM/SS-227"
2022-05-12,4,4,"GM/SS-073, GM/SS-096, GM/SS-150, GM/SS-272"
2022-05-14,3,3,"GM/ES-039, GM/ES-054, GM/WS-155"
2022-05-15,8,6,"GM/CS-077, GM/ES-058, GM/ES-070, GM/SS-001, GM/WS-177, GM/WS-339"
2022-05-16,1,1,GM/WS-001
2022-05-17,1,1,GM/SS-235
2022-05-18,4,4,"GM/ES-053, GM/ES-060, GM/SS-016, GM/SS-020"
2022-05-19,5,5,"GM/CS-011, GM/CS-014, GM/CS-020, GM/SS-192, GM/SS-206"
2022-05-20,1,1,GM/SS-025
2022-05-21,1,1,GM/SS-239
2022-05-22,6,6,"GM/ES-027, GM/ES-035, GM/ES-043, GM/ES-049, GM/ES-059, GM/SS-218"
2022-05-23,2,2,"GM/CS-070, GM/SS-158"
2022-05-24,2,2,"GM/CS-015, GM/ES-034"
2022-05-26,1,1,GM/ES-076
2022-05-27,5,5,"GM/SS-082, GM/SS-100, GM/SS-122, GM/SS-140, GM/SS-142"
2022-05-28,2,2,"GM/SS-006, GM/SS-007"
2022-05-29,4,4,"GM/SS-034, GM/SS-240, GM/WS-011, GM/WS-172"
2022-06-01,2,2,"GM/ES-008, GM/SS-214"
2022-06-02,2,2,"GM/SS-059, GM/SS-214"
2022-06-03,2,2,"GM/WS-030, GM/WS-122"
2022-06-04,1,1,GM/SS-251
2022-06-05,2,2,"GM/ES-035, GM/WS-294"
2022-06-07,5,4,"GM/SI-004, GM/SS-125, GM/SS-279, GM/SS-289"
2022-06-08,4,3,"GM/SI-093, GM/SS-120, GM/WS-112"
2022-06-09,2,1,GM/SS-279
2022-06-10,6,6,"GM/ES-007, GM/SS-122, GM/SS-140, GM/SS-143, GM/SS-145, GM/SS-179"
2022-06-12,3,2,"GM/SI-153, GM/SS-239"
2022-06-13,6,5,"GM/CS-005, GM/SI-055, GM/SI-061, GM/SI-201, GM/SS-281"
2022-06-14,2,1,GM/CS-011
2022-06-15,7,4,"GM/CS-022, GM/CS-043, GM/SI-101, GM/SS-065"
2022-06-16,8,5,"GM/CS-009, GM/CS-029, GM/ES-029, GM/SI-063, GM/SI-106"
2022-06-17,3,2,"GM/CS-065, GM/SI-093"
2022-06-18,2,2,"GM/SI-027, GM/SS-032"
2022-06-19,6,4,"GM/ES-028, GM/ES-035, GM/SS-004, GM/SS-263"
2022-06-20,10,8,"GM/CS-116, GM/SI-168, GM/SS-008, GM/SS-010, GM/SS-069, GM/SS-125, GM/SS-210, GM/WS-323"
2022-06-21,9,7,"GM/CS-001, GM/CS-004, GM/CS-026, GM/CS-030, GM/ES-070, GM/ES-086, GM/SI-178"
2022-06-22,17,10,"GM/ES-012, GM/SI-189, GM/SI-191, GM/SS-001, GM/SS-002, GM/SS-182, GM/SS-225, GM/SS-244, GM/SS-282, GM/SS-286"
2022-06-23,7,6,"GM/CS-050, GM/ES-058, GM/ES-064, GM/SI-190, GM/SS-125, GM/SS-197"
2022-06-24,11,6,"GM/CS-008, GM/CS-025, GM/CS-077, GM/SS-212, GM/SS-214, GM/SS-244"
2022-06-25,8,6,"GM/CS-094, GM/NS-087, GM/SI-190, GM/SS-125, GM/WS-335, GM/WS-337"
2022-06-26,5,3,"GM/SS-184, GM/SS-236, GM/WS-016"
2022-06-27,11,7,"GM/NS-148, GM/SS-259, GM/SS-262, GM/SS-275, GM/SS-277, GM/WS-017, GM/WS-019"
2022-06-28,1,1,GM/NS-151
2022-07-01,10,7,"GM/SS-154, GM/SS-187, GM/SS-198, GM/SS-224, GM/SS-228, GM/SS-274, GM/SS-277"
2022-07-02,1,1,GM/SS-065
2022-07-03,3,3,"GM/SI-168, GM/SS-008, GM/SS-010"
2022-07-05,2,2,"GM/SS-171, GM/WS-294"
2022-07-08,1,1,GM/SS-094
2022-07-09,2,2,"GM/ES-003, GM/SS-222"
2022-07-12,4,4,"GM/CS-024, GM/CS-027, GM/CS-045, GM/SS-011"
2022-07-13,6,6,"GM/CS-023, GM/CS-031, GM/CS-051, GM/ES-008, GM/SS-029, GM/SS-128"
2022-07-16,5,5,"GM/ES-058, GM/SS-064, GM/SS-198, GM/SS-240, GM/SS-250"
2022-07-17,1,1,GM/WS-274
2022-07-19,2,2,"GM/ES-078, GM/WS-001"
2022-07-20,3,3,"GM/CS-065, GM/SS-171, GM/SS-254"
2022-07-21,6,5,"GM/SI-028, GM/SS-010, GM/SS-262, GM/SS-275, GM/SS-277"
2022-07-22,1,1,GM/SS-130
2022-07-26,2,2,"GM/SS-049, GM/SS-272"
2022-07-27,6,6,"GM/CS-001, GM/CS-004, GM/CS-015, GM/CS-026, GM/SS-171, GM/WS-001"
2022-07-28,2,2,"GM/SS-074, GM/SS-168"
2022-07-29,1,1,GM/SS-206
2022-07-30,2,2,"GM/SS-059, GM/SS-246"
2022-07-31,4,4,"GM/SI-191, GM/SS-236, GM/SS-281, GM/WS-133"
2022-08-01,4,4,"GM/SI-006, GM/SS-125, GM/SS-167, GM/WS-058"
2022-08-02,2,2,"GM/SI-191, GM/SS-236"
2022-08-03,1,1,GM/SI-178
2022-08-04,4,2,"GM/CS-010, GM/CS-041"
2022-08-06,3,3,"GM/SS-039, GM/SS-171, GM/WS-001"
2022-08-07,1,1,GM/SS-184
2022-08-08,3,3,"GM/SS-208, GM/SS-212, GM/SS-282"
